feature,key,L,eta,split,distinct_h,cell_count,mean_z,std_z
tau,1,256,0.4396908254015113,train,1,1,0.022397610921501707,0
tau,1,512,0.4946521785767002,train,1,1,-0.030369329704806856,0
tau,1,1024,0.5496135317518891,train,1,1,-0.04398544520547945,0
tau,1,2048,0.604574884927078,train,1,1,-0.06644313074938028,0
tau,1,4096,0.6595362381022669,train,1,1,-0.09985942906574395,0
tau,1,8192,0.7144975912774558,train,1,1,-0.16390611134082916,0
tau,10,256,0.4396908254015113,train,6,6,0.017207053469852105,0.02702693594208178
tau,10,256,0.4396908254015113,holdout,7,7,0.016516333495855684,0.05450323357818637
tau,10,512,0.4946521785767002,train,6,6,0.00647173941470594,0.02342711045401891
tau,10,512,0.4946521785767002,holdout,7,7,0.00977775860431947,0.047324092647526
tau,10,1024,0.5496135317518891,train,6,6,0.009239440639269405,0.03247001778548931
tau,10,1024,0.5496135317518891,holdout,7,7,0.013775073385518593,0.06810885302639345
tau,10,2048,0.604574884927078,train,6,6,0.012896295282594006,0.04558753339408297
tau,10,2048,0.604574884927078,holdout,7,7,0.02087127894886653,0.09716480195939468
tau,10,4096,0.6595362381022669,train,6,6,0.01674235870818916,0.06573845483741754
tau,10,4096,0.6595362381022669,holdout,7,7,0.03058576371725161,0.13590315218417676
tau,10,8192,0.7144975912774558,train,6,6,0.02519843244359957,0.09780965732316042
tau,10,8192,0.7144975912774558,holdout,7,7,0.04506365819638889,0.1891007844956326
tau,12,256,0.4396908254015113,train,19,19,-0.009464253637506734,0.03381278932416601
tau,12,256,0.4396908254015113,holdout,25,25,-0.002773037542662116,0.0357003790778538
tau,12,512,0.4946521785767002,train,19,19,-0.008699671824314926,0.03706768249843229
tau,12,512,0.4946521785767002,holdout,25,25,-0.0036624505076841775,0.034507121375119
tau,12,1024,0.5496135317518891,train,19,19,-0.012504506128334534,0.052599583331721815
tau,12,1024,0.5496135317518891,holdout,25,25,-0.004824486301369863,0.04924325344434826
tau,12,2048,0.604574884927078,train,19,19,-0.016773643293542757,0.07432125765178657
tau,12,2048,0.604574884927078,holdout,25,25,-0.007481116847347364,0.06995737901662918
tau,12,4096,0.6595362381022669,train,19,19,-0.0221612638863595,0.10435729675423139
tau,12,4096,0.6595362381022669,holdout,25,25,-0.010203287197231833,0.09748039579512913
tau,12,8192,0.7144975912774558,train,19,19,-0.029264867735914902,0.1464845115738604
tau,12,8192,0.7144975912774558,holdout,25,25,-0.014228973298613494,0.13579828770589458
tau,14,256,0.4396908254015113,train,1,1,-0.07145904436860068,0
tau,14,256,0.4396908254015113,holdout,2,2,-0.029436860068259386,0.07179667829453854
tau,14,512,0.4946521785767002,train,1,1,-0.02190822292137812,0
tau,14,512,0.4946521785767002,holdout,2,2,-0.024703409983760798,0.04049145299145298
tau,14,1024,0.5496135317518891,train,1,1,-0.03028681506849315,0
tau,14,1024,0.5496135317518891,holdout,2,2,-0.03590539383561644,0.05834539044251157
tau,14,2048,0.604574884927078,train,1,1,-0.038423113324784534,0
tau,14,2048,0.604574884927078,holdout,2,2,-0.051256129435236164,0.0793599656357388
tau,14,4096,0.6595362381022669,train,1,1,-0.04995674740484429,0
tau,14,4096,0.6595362381022669,holdout,2,2,-0.06847426470588235,0.10838277058087491
tau,14,8192,0.7144975912774558,train,1,1,-0.07121464676752672,0
tau,14,8192,0.7144975912774558,holdout,2,2,-0.10182105048171436,0.15726425438596497
tau,15,256,0.4396908254015113,train,1,1,0.0537542662116041,0
tau,15,256,0.4396908254015113,holdout,2,2,0.08425767918088738,0.0015083335776163585
tau,15,512,0.4946521785767002,train,1,1,0.04457190180556225,0
tau,15,512,0.4946521785767002,holdout,2,2,0.05862338271375648,0.03162393162393167
tau,15,1024,0.5496135317518891,train,1,1,0.062071917808219176,0
tau,15,1024,0.5496135317518891,holdout,2,2,0.08347602739726027,0.04283202463094883
tau,15,2048,0.604574884927078,train,1,1,0.0870974525366163,0
tau,15,2048,0.604574884927078,holdout,2,2,0.11591478753020439,0.05858032646048093
tau,15,4096,0.6595362381022669,train,1,1,0.12478373702422145,0
tau,15,4096,0.6595362381022669,holdout,2,2,0.1606563581314879,0.08108636910124715
tau,15,8192,0.7144975912774558,train,1,1,0.1607659989901652,0
tau,15,8192,0.7144975912774558,holdout,2,2,0.2383577875068797,0.10167214912280707
tau,16,256,0.4396908254015113,train,4,4,-0.026983788395904443,0.08967615015792685
tau,16,256,0.4396908254015113,holdout,13,13,-0.0053819900236282475,0.05157311039423961
tau,16,512,0.4946521785767002,train,4,4,-0.002304140686558702,0.0621229678952358
tau,16,512,0.4946521785767002,holdout,13,13,-0.005137100547081766,0.04210373259104505
tau,16,1024,0.5496135317518891,train,4,4,-0.003076840753424657,0.08885826900911643
tau,16,1024,0.5496135317518891,holdout,13,13,-0.007631388303477343,0.06051625407748343
tau,16,2048,0.604574884927078,train,4,4,-0.0035119940538957464,0.12594260371464822
tau,16,2048,0.604574884927078,holdout,13,13,-0.010922958637480542,0.08626230586599189
tau,16,4096,0.6595362381022669,train,4,4,-0.0022437283737024236,0.17743663574908844
